Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1,Rolando Aarons,eng,"MF,FW",Hellas Verona,21,1995,5.7,3,0.52,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/c5942695/matchlogs/2017-2018/gca/Rolando-Aarons-Match-Logs
2,Ignazio Abate,it,DF,Milan,30,1986,11.7,26,2.22,22,2,0,2,0,4,0.34,22,2,0,2,0,0,/en/players/1c529186/matchlogs/2017-2018/gca/Ignazio-Abate-Match-Logs
3,Francesco Acerbi,it,DF,Sassuolo,29,1988,38.0,27,0.71,25,0,0,0,2,0,0.00,25,0,0,0,2,0,/en/players/b96b595c/matchlogs/2017-2018/gca/Francesco-Acerbi-Match-Logs
4,Afriyie Acquah,gh,MF,Torino,25,1992,10.6,15,1.45,11,0,1,1,2,0,0.00,11,0,1,1,2,0,/en/players/d7403bd5/matchlogs/2017-2018/gca/Afriyie-Acquah-Match-Logs
5,Claud Adjapong,it,"DF,MF",Sassuolo,19,1998,13.6,22,1.63,16,0,2,2,2,3,0.22,16,0,2,2,2,0,/en/players/ce5b170a/matchlogs/2017-2018/gca/Claud-Adjapong-Match-Logs
6,Ali Adnan Kadhim,iq,"DF,MF",Udinese,23,1993,18.6,33,1.78,24,8,0,0,1,5,0.27,24,8,0,0,1,0,/en/players/06050480/matchlogs/2017-2018/gca/Ali-Adnan-Kadhim-Match-Logs
7,Arlind Ajeti,al,"DF,MF",Crotone,23,1993,14.1,9,0.64,7,0,0,1,1,2,0.14,7,0,0,1,1,0,/en/players/f9714604/matchlogs/2017-2018/gca/Arlind-Ajeti-Match-Logs
8,Luis Alberto,es,"MF,FW",Lazio,24,1992,29.7,162,5.44,99,49,9,3,2,26,0.87,99,49,9,3,2,0,/en/players/5294a83f/matchlogs/2017-2018/gca/Luis-Alberto-Match-Logs
9,Raúl Albiol,es,DF,Napoli,31,1985,30.5,24,0.79,22,0,0,2,0,2,0.07,22,0,0,2,0,0,/en/players/4bd414c1/matchlogs/2017-2018/gca/Raul-Albiol-Match-Logs
10,Alisson,br,GK,Roma,24,1992,37.0,5,0.14,4,1,0,0,0,1,0.03,4,1,0,0,0,0,/en/players/7a2e46a8/matchlogs/2017-2018/gca/Alisson-Match-Logs
11,Allan,br,MF,Napoli,26,1991,31.7,91,2.87,74,1,6,3,7,13,0.41,74,1,6,3,7,0,/en/players/cc700722/matchlogs/2017-2018/gca/Allan-Match-Logs
12,Ricky Álvarez,ar,"MF,FW",Sampdoria,29,1988,3.0,12,4.20,7,3,0,2,0,0,0.00,7,3,0,2,0,0,/en/players/92a5ac34/matchlogs/2017-2018/gca/Ricky-Alvarez-Match-Logs
13,Joachim Andersen,dk,DF,Sampdoria,21,1996,6.1,4,0.66,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/e34fc66d/matchlogs/2017-2018/gca/Joachim-Andersen-Match-Logs
14,Felipe Anderson,br,"MF,FW",Lazio,24,1993,12.9,69,5.40,47,10,10,2,0,13,1.02,47,10,10,2,0,0,/en/players/9f1893b9/matchlogs/2017-2018/gca/Felipe-Anderson-Match-Logs
15,Nícolas Andrade,br,GK,Hellas Verona,29,1988,36.0,7,0.19,4,3,0,0,0,1,0.03,4,3,0,0,0,0,/en/players/326d09ef/matchlogs/2017-2018/gca/Nicolas-Andrade-Match-Logs
16,Marco Andreolli,it,DF,Cagliari,31,1986,20.3,1,0.05,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/13d820de/matchlogs/2017-2018/gca/Marco-Andreolli-Match-Logs
17,Gabriele Angella,it,DF,Udinese,28,1989,9.9,10,1.01,9,0,0,0,1,0,0.00,9,0,0,0,1,0,/en/players/0c971997/matchlogs/2017-2018/gca/Gabriele-Angella-Match-Logs
18,Cristian Ansaldi,ar,"DF,MF",Torino,30,1986,20.8,48,2.31,30,1,10,3,4,7,0.34,30,1,10,3,4,0,/en/players/bbafc0c4/matchlogs/2017-2018/gca/Cristian-Ansaldi-Match-Logs
19,Luca Antei,it,DF,Benevento,25,1992,6.6,2,0.30,1,0,0,1,0,0,0.00,1,0,0,1,0,0,/en/players/97c9bce3/matchlogs/2017-2018/gca/Luca-Antei-Match-Logs
20,Mirco Antenucci,it,FW,SPAL,32,1984,28.6,65,2.27,45,0,5,7,8,11,0.38,45,0,5,7,8,0,/en/players/43a2e16c/matchlogs/2017-2018/gca/Mirco-Antenucci-Match-Logs
21,Luca Antonelli,it,"DF,MF",Milan,30,1987,1.6,1,0.65,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/40f0ed6c/matchlogs/2017-2018/gca/Luca-Antonelli-Match-Logs
22,Mirko Antonucci,it,FW,Roma,18,1999,0.3,2,6.43,2,0,0,0,0,1,3.21,2,0,0,0,0,0,/en/players/91976866/matchlogs/2017-2018/gca/Mirko-Antonucci-Match-Logs
23,Samuel Armenteros,se,FW,Benevento,27,1990,4.8,3,0.63,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/9c8f641a/matchlogs/2017-2018/gca/Samuel-Armenteros-Match-Logs
24,Kwadwo Asamoah,gh,DF,Juventus,28,1988,17.4,31,1.78,27,1,1,0,2,4,0.23,27,1,1,0,2,0,/en/players/089550f5/matchlogs/2017-2018/gca/Kwadwo-Asamoah-Match-Logs
25,Davide Astori,it,DF,Fiorentina,30,1987,25.0,18,0.72,18,0,0,0,0,1,0.04,18,0,0,0,0,0,/en/players/1522dab2/matchlogs/2017-2018/gca/Davide-Astori-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
26,Felipe Avenatti,uy,"FW,MF",Bologna,24,1993,5.2,5,0.97,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/23f9e9d3/matchlogs/2017-2018/gca/Felipe-Avenatti-Match-Logs
27,Khouma Babacar,sn,FW,Sassuolo,24,1993,8.3,15,1.81,9,0,2,1,3,2,0.24,9,0,2,1,3,0,/en/players/422ec08a/matchlogs/2017-2018/gca/Khouma-Babacar-Match-Logs
28,Khouma Babacar,sn,"FW,MF",Fiorentina,24,1993,5.0,16,3.31,11,0,1,3,1,1,0.21,11,0,1,3,1,0,/en/players/422ec08a/matchlogs/2017-2018/gca/Khouma-Babacar-Match-Logs
29,Milan Badelj,hr,MF,Fiorentina,28,1989,26.1,78,2.98,70,0,3,3,2,2,0.08,70,0,3,3,2,0,/en/players/e8c930bb/matchlogs/2017-2018/gca/Milan-Badelj-Match-Logs
30,Riad Bajić,ba,"FW,MF",Udinese,23,1994,0.9,4,4.80,3,0,0,1,0,0,0.00,3,0,0,1,0,0,/en/players/49d399d5/matchlogs/2017-2018/gca/Riad-Bajic-Match-Logs
31,Andrija Balić,hr,MF,Udinese,19,1997,12.0,32,2.67,20,6,4,0,2,2,0.17,20,6,4,0,2,0,/en/players/9be4ee80/matchlogs/2017-2018/gca/Andrija-Balic-Match-Logs
32,Mattia Bani,it,DF,Chievo,23,1993,14.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/0821331c/matchlogs/2017-2018/gca/Mattia-Bani-Match-Logs
33,Antonín Barák,cz,MF,Udinese,22,1994,30.1,64,2.12,54,1,2,6,1,6,0.20,54,1,2,6,1,0,/en/players/01efac19/matchlogs/2017-2018/gca/Antonin-Barak-Match-Logs
34,Andrea Barberis,it,MF,Crotone,23,1993,33.7,57,1.70,31,19,0,5,2,5,0.15,31,19,0,5,2,0,/en/players/32ebfe1e/matchlogs/2017-2018/gca/Andrea-Barberis-Match-Logs
35,Nicolò Barella,it,MF,Cagliari,20,1997,32.8,70,2.12,53,11,3,0,3,5,0.15,53,11,3,0,3,0,/en/players/6928979a/matchlogs/2017-2018/gca/Nicolo-Barella-Match-Logs
36,Antonio Barreca,it,"DF,MF",Torino,22,1995,5.2,4,0.78,3,1,0,0,0,0,0.00,3,1,0,0,0,0,/en/players/6a189491/matchlogs/2017-2018/gca/Antonio-Barreca-Match-Logs
37,Édgar Barreto,py,MF,Sampdoria,33,1984,21.8,33,1.51,31,0,0,1,1,0,0.00,31,0,0,1,1,0,/en/players/43a1bea5/matchlogs/2017-2018/gca/Edgar-Barreto-Match-Logs
38,Musa Barrow,gm,"FW,MF",Atalanta,18,1998,4.9,21,4.27,14,0,3,4,0,1,0.20,14,0,3,4,0,0,/en/players/e5bf73f3/matchlogs/2017-2018/gca/Musa-Barrow-Match-Logs
39,Andrea Barzagli,it,DF,Juventus,36,1981,16.1,10,0.63,7,1,0,1,1,2,0.13,7,1,0,1,1,0,/en/players/7c0000fd/matchlogs/2017-2018/gca/Andrea-Barzagli-Match-Logs
40,Daniele Baselli,it,MF,Torino,25,1992,28.0,59,2.10,50,4,1,2,2,6,0.21,50,4,1,2,2,0,/en/players/ea06dd97/matchlogs/2017-2018/gca/Daniele-Baselli-Match-Logs
41,Dušan Basta,rs,"DF,MF",Lazio,32,1984,8.6,17,1.97,14,1,1,1,0,2,0.23,14,1,1,1,0,0,/en/players/3b57f7f8/matchlogs/2017-2018/gca/Dusan-Basta-Match-Logs
42,Gil Bastião Dias,pt,"FW,MF",Fiorentina,20,1996,13.2,45,3.43,35,1,4,2,3,6,0.46,35,1,4,2,3,0,/en/players/e61bdd69/matchlogs/2017-2018/gca/Gil-Bastiao-Dias-Match-Logs
43,Samuel Bastien,be,"MF,FW",Chievo,20,1996,15.1,17,1.13,15,0,1,0,1,1,0.07,15,0,1,0,1,0,/en/players/ec30b9c8/matchlogs/2017-2018/gca/Samuel-Bastien-Match-Logs
44,Alessandro Bastoni,it,DF,Atalanta,18,1999,1.0,3,3.10,2,0,1,0,0,0,0.00,2,0,1,0,0,0,/en/players/75b86fb3/matchlogs/2017-2018/gca/Alessandro-Bastoni-Match-Logs
45,Bastos,ao,DF,Lazio,26,1991,15.6,7,0.45,6,0,0,1,0,1,0.06,6,0,0,1,0,0,/en/players/c01c66d9/matchlogs/2017-2018/gca/Bastos-Match-Logs
46,Enrico Bearzotti,it,"DF,FW",Hellas Verona,20,1996,4.6,3,0.66,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/c67836b8/matchlogs/2017-2018/gca/Enrico-Bearzotti-Match-Logs
47,Valon Behrami,ch,MF,Udinese,32,1985,15.5,20,1.28,14,1,3,0,2,2,0.13,14,1,3,0,2,0,/en/players/d3d758d8/matchlogs/2017-2018/gca/Valon-Behrami-Match-Logs
48,Vid Belec,si,GK,Sampdoria,27,1990,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/4f8ce0e1/matchlogs/2017-2018/gca/Vid-Belec-Match-Logs
49,Vid Belec,si,GK,Benevento,27,1990,12.4,3,0.24,1,2,0,0,0,0,0.00,1,2,0,0,0,0,/en/players/4f8ce0e1/matchlogs/2017-2018/gca/Vid-Belec-Match-Logs
50,Andrea Belotti,it,FW,Torino,23,1993,29.8,80,2.69,48,0,5,10,16,16,0.54,48,0,5,10,16,1,/en/players/d705ba44/matchlogs/2017-2018/gca/Andrea-Belotti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
51,Ahmad Benali,ly,MF,Crotone,25,1992,9.0,15,1.66,9,2,0,3,1,3,0.33,9,2,0,3,1,0,/en/players/a128b07e/matchlogs/2017-2018/gca/Ahmad-Benali-Match-Logs
52,Marco Benassi,it,"MF,FW",Fiorentina,22,1994,30.9,79,2.54,72,0,2,5,0,5,0.16,72,0,2,5,0,0,/en/players/0000acda/matchlogs/2017-2018/gca/Marco-Benassi-Match-Logs
53,Medhi Benatia,ma,DF,Juventus,30,1987,19.5,8,0.41,7,0,0,1,0,1,0.05,7,0,0,1,0,0,/en/players/3b15ef2d/matchlogs/2017-2018/gca/Medhi-Benatia-Match-Logs
54,Rodrigo Bentancur,uy,MF,Juventus,20,1997,6.5,21,3.34,21,0,0,0,0,0,0.00,21,0,0,0,0,0,/en/players/3b8674e6/matchlogs/2017-2018/gca/Rodrigo-Bentancur-Match-Logs
55,Domenico Berardi,it,FW,Sassuolo,22,1994,25.5,115,4.48,73,19,8,10,5,5,0.19,73,19,8,10,5,0,/en/players/53a0e358/matchlogs/2017-2018/gca/Domenico-Berardi-Match-Logs
56,Álex Berenguer,es,FW,Torino,22,1995,11.6,38,3.29,24,9,2,1,2,4,0.35,24,9,2,1,2,0,/en/players/dc1c2fce/matchlogs/2017-2018/gca/Alex-Berenguer-Match-Logs
57,Bartosz Bereszyński,pl,DF,Sampdoria,25,1992,27.6,29,1.05,18,9,1,0,1,3,0.11,18,9,1,0,1,0,/en/players/61b3978f/matchlogs/2017-2018/gca/Bartosz-Bereszynski-Match-Logs
58,Etrit Berisha,al,GK,Atalanta,28,1989,31.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/ee833569/matchlogs/2017-2018/gca/Etrit-Berisha-Match-Logs
59,Federico Bernardeschi,it,"FW,MF",Juventus,23,1994,9.4,33,3.60,25,0,3,0,5,9,0.98,25,0,3,0,5,0,/en/players/ee93c1a9/matchlogs/2017-2018/gca/Federico-Bernardeschi-Match-Logs
60,Andrea Bertolacci,it,MF,Genoa,26,1991,32.2,61,1.90,52,3,1,2,3,2,0.06,52,3,1,2,3,0,/en/players/c75b6a02/matchlogs/2017-2018/gca/Andrea-Bertolacci-Match-Logs
61,Daniel Bessa,it,"MF,FW",Hellas Verona,24,1993,15.4,40,2.63,34,3,1,1,1,2,0.13,34,3,1,1,1,0,/en/players/88895312/matchlogs/2017-2018/gca/Daniel-Bessa-Match-Logs
62,Daniel Bessa,it,MF,Genoa,24,1993,4.9,13,2.67,12,1,0,0,0,1,0.21,12,1,0,0,0,0,/en/players/88895312/matchlogs/2017-2018/gca/Daniel-Bessa-Match-Logs
63,Matteo Bianchetti,it,DF,Hellas Verona,24,1993,1.4,2,1.46,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/b3a20f18/matchlogs/2017-2018/gca/Matteo-Bianchetti-Match-Logs
64,Lucas Biglia,ar,MF,Milan,31,1986,22.7,55,2.42,48,2,0,2,3,4,0.18,48,2,0,2,3,0,/en/players/5710a281/matchlogs/2017-2018/gca/Lucas-Biglia-Match-Logs
65,Jean-Claude Billong,fr,DF,Benevento,23,1993,3.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/a3e1d20d/matchlogs/2017-2018/gca/Jean-Claude-Billong-Match-Logs
66,Davide Biondini,it,"MF,FW",Sassuolo,34,1983,2.3,8,3.55,8,0,0,0,0,0,0.00,8,0,0,0,0,0,/en/players/b4c3070a/matchlogs/2017-2018/gca/Davide-Biondini-Match-Logs
67,Cristiano Biraghi,it,DF,Fiorentina,24,1992,33.1,90,2.72,51,32,0,5,2,8,0.24,51,32,0,5,2,0,/en/players/9e1577aa/matchlogs/2017-2018/gca/Cristiano-Biraghi-Match-Logs
68,Davide Biraschi,it,DF,Genoa,23,1994,20.0,15,0.75,13,0,2,0,0,1,0.05,13,0,2,0,0,0,/en/players/64cd167d/matchlogs/2017-2018/gca/Davide-Biraschi-Match-Logs
69,Valter Birsa,si,"MF,FW",Chievo,30,1986,27.8,111,3.97,73,33,3,1,1,14,0.50,73,33,3,1,1,0,/en/players/455a2b79/matchlogs/2017-2018/gca/Valter-Birsa-Match-Logs
70,Albano Bizzarri,ar,GK,Udinese,39,1977,32.0,2,0.06,1,1,0,0,0,0,0.00,1,1,0,0,0,0,/en/players/32b9b5fa/matchlogs/2017-2018/gca/Albano-Bizzarri-Match-Logs
71,Deian Boldor,ro,DF,Hellas Verona,22,1995,1.0,1,1.00,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/9b7533de/matchlogs/2017-2018/gca/Deian-Boldor-Match-Logs
72,Giacomo Bonaventura,it,MF,Milan,27,1989,28.2,99,3.49,72,12,3,5,6,8,0.28,72,12,3,5,6,1,/en/players/d995ed27/matchlogs/2017-2018/gca/Giacomo-Bonaventura-Match-Logs
73,Federico Bonazzoli,it,FW,Sampdoria,20,1997,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/bf57eaab/matchlogs/2017-2018/gca/Federico-Bonazzoli-Match-Logs
74,Federico Bonazzoli,it,FW,SPAL,20,1997,2.0,3,1.59,1,0,1,0,1,0,0.00,1,0,1,0,1,0,/en/players/bf57eaab/matchlogs/2017-2018/gca/Federico-Bonazzoli-Match-Logs
75,Kevin Bonifazi,it,"DF,FW",Torino,21,1996,4.5,1,0.22,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/fb77bfef/matchlogs/2017-2018/gca/Kevin-Bonifazi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
76,Leonardo Bonucci,it,DF,Milan,30,1987,34.3,31,0.90,29,0,0,2,0,1,0.03,29,0,0,2,0,0,/en/players/52ec54d0/matchlogs/2017-2018/gca/Leonardo-Bonucci-Match-Logs
77,Fabio Borini,it,"FW,DF",Milan,26,1991,17.9,42,2.34,33,2,1,2,4,4,0.22,33,2,1,2,4,0,/en/players/ef5b337e/matchlogs/2017-2018/gca/Fabio-Borini-Match-Logs
78,Marco Borriello,it,FW,SPAL,35,1982,8.6,14,1.63,12,0,0,1,1,1,0.12,12,0,0,1,1,0,/en/players/a889ffc7/matchlogs/2017-2018/gca/Marco-Borriello-Match-Logs
79,Lucas Boyé,ar,"FW,MF",Torino,21,1996,1.7,10,6.34,9,0,1,0,0,1,0.63,9,0,1,0,0,0,/en/players/d49f3e6b/matchlogs/2017-2018/gca/Lucas-Boye-Match-Logs
80,Enrico Brignola,it,"FW,MF",Benevento,18,1999,15.0,46,3.06,28,2,10,5,1,5,0.33,28,2,10,5,1,0,/en/players/d0643f8f/matchlogs/2017-2018/gca/Enrico-Brignola-Match-Logs
81,Alberto Brignoli,it,GK,Benevento,25,1991,12.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/6989550f/matchlogs/2017-2018/gca/Alberto-Brignoli-Match-Logs
82,Petar Brlek,hr,MF,Genoa,23,1994,2.6,1,0.39,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/4590c6e7/matchlogs/2017-2018/gca/Petar-Brlek-Match-Logs
83,Marcelo Brozović,hr,MF,Inter,24,1992,21.4,99,4.63,67,24,3,3,2,14,0.66,67,24,3,3,2,0,/en/players/33b8d077/matchlogs/2017-2018/gca/Marcelo-Brozovic-Match-Logs
84,Marcel Büchel,li,MF,Hellas Verona,26,1991,18.8,25,1.32,20,2,1,0,2,1,0.05,20,2,1,0,2,0,/en/players/2edeb221/matchlogs/2017-2018/gca/Marcel-Buchel-Match-Logs
85,Ante Budimir,hr,FW,Crotone,26,1991,17.6,40,2.27,25,2,3,1,8,3,0.17,25,2,3,1,8,1,/en/players/8f3565b3/matchlogs/2017-2018/gca/Ante-Budimir-Match-Logs
86,Gianluigi Buffon,it,GK,Juventus,39,1978,20.7,1,0.05,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/e40d028b/matchlogs/2017-2018/gca/Gianluigi-Buffon-Match-Logs
87,Alessandro Buongiorno,it,DF,Torino,18,1999,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/4ae67f27/matchlogs/2017-2018/gca/Alessandro-Buongiorno-Match-Logs
88,Nicolás Burdisso,ar,DF,Torino,36,1981,23.0,8,0.35,7,1,0,0,0,1,0.04,7,1,0,0,0,0,/en/players/9417f322/matchlogs/2017-2018/gca/Nicolas-Burdisso-Match-Logs
89,Leandro Cabrera,uy,DF,Crotone,26,1991,4.1,2,0.49,2,0,0,0,0,1,0.25,2,0,0,0,0,0,/en/players/69cbc8b6/matchlogs/2017-2018/gca/Leandro-Cabrera-Match-Logs
90,Fabrizio Cacciatore,it,DF,Chievo,30,1986,31.9,69,2.16,57,5,2,2,3,6,0.19,57,5,2,2,3,0,/en/players/00b0bb87/matchlogs/2017-2018/gca/Fabrizio-Cacciatore-Match-Logs
91,Martín Cáceres,uy,DF,Hellas Verona,30,1987,12.9,16,1.23,12,0,1,3,0,4,0.31,12,0,1,3,0,0,/en/players/e94d79e3/matchlogs/2017-2018/gca/Martin-Caceres-Match-Logs
92,Martín Cáceres,uy,DF,Lazio,30,1987,4.9,7,1.43,7,0,0,0,0,1,0.20,7,0,0,0,0,0,/en/players/e94d79e3/matchlogs/2017-2018/gca/Martin-Caceres-Match-Logs
93,Felipe Caicedo,ec,FW,Lazio,28,1988,8.0,16,2.06,11,0,3,2,0,2,0.26,11,0,3,2,0,0,/en/players/93b891d1/matchlogs/2017-2018/gca/Felipe-Caicedo-Match-Logs
94,Davide Calabria,it,DF,Milan,20,1996,17.4,41,2.36,36,1,1,1,2,6,0.35,36,1,1,1,2,0,/en/players/2146785a/matchlogs/2017-2018/gca/Davide-Calabria-Match-Logs
95,Mattia Caldara,it,DF,Atalanta,23,1994,24.0,8,0.33,5,0,1,1,1,3,0.12,5,0,1,1,1,0,/en/players/ac7e640b/matchlogs/2017-2018/gca/Mattia-Caldara-Match-Logs
96,Hakan Çalhanoğlu,tr,"FW,MF",Milan,23,1994,24.1,129,5.34,85,21,9,10,4,9,0.37,85,21,9,10,4,0,/en/players/cd0fa27b/matchlogs/2017-2018/gca/Hakan-Calhanoglu-Match-Logs
97,Fabrizio Caligara,it,MF,Cagliari,17,2000,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/22ca11f1/matchlogs/2017-2018/gca/Fabrizio-Caligara-Match-Logs
98,José Callejón,es,FW,Napoli,30,1987,36.0,125,3.46,90,23,4,6,1,19,0.53,90,23,4,6,1,1,/en/players/78841da9/matchlogs/2017-2018/gca/Jose-Callejon-Match-Logs
99,Simone Calvano,it,MF,Hellas Verona,24,1993,7.2,2,0.28,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/9dabfcf5/matchlogs/2017-2018/gca/Simone-Calvano-Match-Logs
100,João Cancelo,pt,DF,Inter,23,1994,20.6,59,2.88,35,19,1,1,2,5,0.24,35,19,1,1,2,1,/en/players/bd6351cd/matchlogs/2017-2018/gca/Joao-Cancelo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
101,Antonio Candreva,it,FW,Inter,30,1987,28.2,128,4.50,89,23,9,5,2,13,0.46,89,23,9,5,2,0,/en/players/356c9002/matchlogs/2017-2018/gca/Antonio-Candreva-Match-Logs
102,Paolo Cannavaro,it,DF,Sassuolo,36,1981,16.0,7,0.44,7,0,0,0,0,0,0.00,7,0,0,0,0,0,/en/players/46ed55b6/matchlogs/2017-2018/gca/Paolo-Cannavaro-Match-Logs
103,Leonardo Capezzi,it,MF,Sampdoria,22,1995,2.4,9,3.84,6,3,0,0,0,1,0.43,6,3,0,0,0,0,/en/players/07ea0ef2/matchlogs/2017-2018/gca/Leonardo-Capezzi-Match-Logs
104,Elio Capradossi,it,DF,Roma,21,1996,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/174944a3/matchlogs/2017-2018/gca/Elio-Capradossi-Match-Logs
105,Gianluca Caprari,it,"FW,MF",Sampdoria,24,1993,20.1,73,3.63,53,4,7,7,2,6,0.30,53,4,7,7,2,0,/en/players/54e53b7e/matchlogs/2017-2018/gca/Gianluca-Caprari-Match-Logs
106,Marco Capuano,it,DF,Crotone,25,1991,15.6,3,0.19,2,0,0,0,1,0,0.00,2,0,0,0,1,0,/en/players/616aea37/matchlogs/2017-2018/gca/Marco-Capuano-Match-Logs
107,Marco Capuano,it,DF,Cagliari,25,1991,7.7,6,0.79,5,1,0,0,0,0,0.00,5,1,0,0,0,0,/en/players/616aea37/matchlogs/2017-2018/gca/Marco-Capuano-Match-Logs
108,Antonio Caracciolo,it,DF,Hellas Verona,27,1990,31.7,8,0.25,5,1,0,2,0,0,0.00,5,1,0,2,0,0,/en/players/99d8fc35/matchlogs/2017-2018/gca/Antonio-Caracciolo-Match-Logs
109,Francesco Cassata,it,MF,Sassuolo,20,1997,5.1,5,0.99,4,0,0,1,0,0,0.00,4,0,0,1,0,0,/en/players/96960855/matchlogs/2017-2018/gca/Francesco-Cassata-Match-Logs
