Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
110,Timothy Castagne,be,"DF,MF",Atalanta,21,1995,16.7,29,1.74,24,2,0,1,2,4,0.24,24,2,0,1,2,0,/en/players/197640fd/matchlogs/2017-2018/gca/Timothy-Castagne-Match-Logs
111,Leandro Castán,br,DF,Cagliari,30,1986,12.7,5,0.39,4,1,0,0,0,1,0.08,4,1,0,0,0,0,/en/players/019f4d0d/matchlogs/2017-2018/gca/Leandro-Castan-Match-Logs
112,Lucas Castro,ar,MF,Chievo,28,1989,22.1,61,2.76,51,1,3,2,4,6,0.27,51,1,3,2,4,0,/en/players/56b2957b/matchlogs/2017-2018/gca/Lucas-Castro-Match-Logs
113,Danilo Cataldi,it,MF,Benevento,22,1994,25.4,65,2.57,51,6,3,3,2,4,0.16,51,6,3,3,2,0,/en/players/ba3d3bea/matchlogs/2017-2018/gca/Danilo-Cataldi-Match-Logs
114,Federico Ceccherini,it,DF,Crotone,25,1992,35.9,14,0.39,12,0,0,0,2,1,0.03,12,0,0,0,2,0,/en/players/d9624b51/matchlogs/2017-2018/gca/Federico-Ceccherini-Match-Logs
115,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/fac896b0/matchlogs/2017-2018/gca/Ricardo-Centurion-Match-Logs
116,Luca Ceppitelli,it,DF,Cagliari,27,1989,24.7,12,0.48,11,1,0,0,0,1,0.04,11,1,0,0,0,0,/en/players/7d50454d/matchlogs/2017-2018/gca/Luca-Ceppitelli-Match-Logs
117,Fabio Ceravolo,it,FW,Benevento,30,1987,0.6,1,1.55,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/4cc93246/matchlogs/2017-2018/gca/Fabio-Ceravolo-Match-Logs
118,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,18.2,47,2.57,23,6,8,4,6,8,0.44,23,6,8,4,6,0,/en/players/5370cba7/matchlogs/2017-2018/gca/Alessio-Cerci-Match-Logs
119,Boštjan Cesar,si,DF,Chievo,35,1982,6.1,1,0.17,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/c1d18f10/matchlogs/2017-2018/gca/Bostjan-Cesar-Match-Logs
120,Damir Ceter,co,"FW,MF",Cagliari,19,1997,2.2,4,1.87,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/eade5337/matchlogs/2017-2018/gca/Damir-Ceter-Match-Logs
121,Raman Chibsah,gh,MF,Benevento,24,1993,11.6,15,1.28,13,0,0,2,0,0,0.00,13,0,0,2,0,0,/en/players/aa5a409a/matchlogs/2017-2018/gca/Raman-Chibsah-Match-Logs
122,Giorgio Chiellini,it,DF,Juventus,32,1984,24.0,16,0.67,13,0,1,1,1,4,0.17,13,0,1,1,1,0,/en/players/e85fb9b8/matchlogs/2017-2018/gca/Giorgio-Chiellini-Match-Logs
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,33.5,130,3.87,90,1,16,13,10,23,0.68,90,1,16,13,10,0,/en/players/b0f7e36c/matchlogs/2017-2018/gca/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,6.5,3,0.46,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/c316607a/matchlogs/2017-2018/gca/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,9.0,35,3.89,21,3,4,3,3,4,0.44,21,3,4,3,3,1,/en/players/1ab0b878/matchlogs/2017-2018/gca/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,22.5,68,3.01,31,30,0,4,3,6,0.27,31,30,0,4,3,0,/en/players/ae64d449/matchlogs/2017-2018/gca/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15.0,8,0.53,6,0,0,1,1,0,0.00,6,0,0,1,1,0,/en/players/46f5c54d/matchlogs/2017-2018/gca/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,0.2,2,16.36,1,0,0,1,0,0,0.00,1,0,0,1,0,0,/en/players/b39569c0/matchlogs/2017-2018/gca/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,15.7,44,2.81,36,0,6,1,1,3,0.19,36,0,6,1,1,0,/en/players/4c7940d6/matchlogs/2017-2018/gca/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,6.6,4,0.62,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/c6dda86e/matchlogs/2017-2018/gca/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,36.8,6,0.16,5,1,0,0,0,0,0.00,5,1,0,0,0,0,/en/players/8cabdc1e/matchlogs/2017-2018/gca/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,1.7,5,2.85,4,1,0,0,0,1,0.57,4,1,0,0,0,0,/en/players/8fef5412/matchlogs/2017-2018/gca/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,1.1,2,1.87,1,0,0,0,1,0,0.00,1,0,0,0,1,0,/en/players/8b0b02c9/matchlogs/2017-2018/gca/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38.0,3,0.08,2,1,0,0,0,0,0.00,2,1,0,0,0,0,/en/players/e66ebabb/matchlogs/2017-2018/gca/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,10.4,33,3.20,23,0,3,7,0,2,0.19,23,0,3,7,0,0,/en/players/c693347d/matchlogs/2017-2018/gca/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,2.7,8,3.06,4,2,1,0,1,1,0.38,4,2,1,0,1,0,/en/players/70fd593e/matchlogs/2017-2018/gca/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/18736214/matchlogs/2017-2018/gca/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,15.3,7,0.46,7,0,0,0,0,0,0.00,7,0,0,0,0,0,/en/players/f5e9a8bd/matchlogs/2017-2018/gca/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,19.9,109,5.47,84,4,12,4,5,25,1.25,84,4,12,4,5,0,/en/players/4fa7cb9b/matchlogs/2017-2018/gca/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,16.4,31,1.90,19,10,0,0,2,4,0.25,19,10,0,0,2,0,/en/players/00528660/matchlogs/2017-2018/gca/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,28.2,4,0.14,2,2,0,0,0,0,0.00,2,2,0,0,0,0,/en/players/f554e29b/matchlogs/2017-2018/gca/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,4.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/53636fce/matchlogs/2017-2018/gca/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,6.2,11,1.77,10,0,0,0,1,1,0.16,10,0,0,0,1,0,/en/players/f54dfca8/matchlogs/2017-2018/gca/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,31.4,85,2.70,68,1,3,9,4,6,0.19,68,1,3,9,4,0,/en/players/16657b95/matchlogs/2017-2018/gca/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,3.0,7,2.37,5,0,1,0,1,0,0.00,5,0,1,0,1,0,/en/players/3c05c659/matchlogs/2017-2018/gca/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,3.2,13,4.15,9,1,2,0,1,1,0.32,9,1,2,0,1,0,/en/players/8c964914/matchlogs/2017-2018/gca/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/a4ec7d09/matchlogs/2017-2018/gca/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,15.0,68,4.50,56,1,4,1,5,11,0.73,56,1,4,1,5,1,/en/players/0ab1f153/matchlogs/2017-2018/gca/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,16.7,26,1.55,20,0,0,5,1,6,0.36,20,0,0,5,1,0,/en/players/a4fe8cda/matchlogs/2017-2018/gca/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,11.6,35,3.01,24,1,4,0,6,5,0.43,24,1,4,0,6,0,/en/players/060606ec/matchlogs/2017-2018/gca/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,33.1,62,1.87,49,4,2,3,4,8,0.24,49,4,2,3,4,0,/en/players/44eb9093/matchlogs/2017-2018/gca/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,6.6,7,1.08,7,0,0,0,0,1,0.15,7,0,0,0,0,0,/en/players/c53083ad/matchlogs/2017-2018/gca/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,16.7,6,0.36,5,0,1,0,0,0,0.00,5,0,1,0,0,0,/en/players/3858e611/matchlogs/2017-2018/gca/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,28.6,11,0.38,9,1,0,1,0,2,0.07,9,1,0,1,0,0,/en/players/8cea6319/matchlogs/2017-2018/gca/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,4.4,5,1.15,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/263b855a/matchlogs/2017-2018/gca/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,22.8,14,0.61,13,1,0,0,0,0,0.00,13,1,0,0,0,0,/en/players/952a03fe/matchlogs/2017-2018/gca/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,25.8,108,4.19,72,22,5,5,4,12,0.47,72,22,5,5,4,0,/en/players/162efffd/matchlogs/2017-2018/gca/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,20.3,43,2.11,39,2,0,1,1,3,0.15,39,2,0,1,1,0,/en/players/532d2690/matchlogs/2017-2018/gca/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,10.8,15,1.40,15,0,0,0,0,2,0.19,15,0,0,0,0,0,/en/players/ae4e2852/matchlogs/2017-2018/gca/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,32.8,42,1.28,34,4,1,3,0,6,0.18,34,4,1,3,0,0,/en/players/e74f0e59/matchlogs/2017-2018/gca/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,5.4,14,2.64,11,1,2,0,0,2,0.38,11,1,2,0,0,0,/en/players/854ee61a/matchlogs/2017-2018/gca/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,5.0,5,1.02,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/7f267d66/matchlogs/2017-2018/gca/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,8.4,11,1.31,8,0,0,1,2,1,0.12,8,0,0,1,2,0,/en/players/081b6080/matchlogs/2017-2018/gca/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,4.7,5,1.07,4,1,0,0,0,0,0.00,4,1,0,0,0,0,/en/players/b0243215/matchlogs/2017-2018/gca/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,13.2,11,0.83,11,0,0,0,0,1,0.08,11,0,0,0,0,0,/en/players/d97f2e8d/matchlogs/2017-2018/gca/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,3.2,2,0.63,1,0,0,1,0,0,0.00,1,0,0,1,0,0,/en/players/2fb3ad46/matchlogs/2017-2018/gca/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,6.4,7,1.11,5,0,0,1,1,1,0.16,5,0,0,1,1,0,/en/players/02b2937c/matchlogs/2017-2018/gca/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,18.0,33,1.84,22,0,4,4,3,5,0.28,22,0,4,4,3,0,/en/players/d7d32194/matchlogs/2017-2018/gca/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,11.2,20,1.79,14,5,0,0,1,0,0.00,14,5,0,0,1,0,/en/players/68852c0a/matchlogs/2017-2018/gca/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,17.7,33,1.86,30,0,0,1,2,6,0.34,30,0,0,1,2,0,/en/players/1fca9171/matchlogs/2017-2018/gca/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/951a4ee4/matchlogs/2017-2018/gca/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,7.4,5,0.68,4,0,0,1,0,1,0.14,4,0,0,1,0,0,/en/players/95cfe655/matchlogs/2017-2018/gca/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,0.8,1,1.30,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/aeed5c06/matchlogs/2017-2018/gca/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,7.3,16,2.24,14,1,0,1,0,3,0.42,14,1,0,1,0,0,/en/players/bf309d24/matchlogs/2017-2018/gca/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30.0,17,0.57,14,0,1,1,1,1,0.03,14,0,1,1,1,0,/en/players/6eee05f1/matchlogs/2017-2018/gca/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38.0,1,0.03,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/08f5afaa/matchlogs/2017-2018/gca/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,19.9,35,1.76,21,0,8,2,3,6,0.30,21,0,8,2,3,1,/en/players/384dd218/matchlogs/2017-2018/gca/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,2.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/085e71a7/matchlogs/2017-2018/gca/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,1.1,1,1.00,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/a5cd894b/matchlogs/2017-2018/gca/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,21.6,55,2.53,48,0,3,2,2,5,0.23,48,0,3,2,2,0,/en/players/528492ea/matchlogs/2017-2018/gca/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/8b9b8e43/matchlogs/2017-2018/gca/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,26.1,143,5.46,71,27,14,11,20,16,0.61,71,27,14,11,20,0,/en/players/e0921a4f/matchlogs/2017-2018/gca/Paulo-Dybala-Match-Logs
183,Edin Džeko,ba,FW,Roma,31,1986,33.5,112,3.34,84,1,13,8,6,9,0.27,84,1,13,8,6,0,/en/players/3bb7f478/matchlogs/2017-2018/gca/Edin-Dzeko-Match-Logs
184,Blerim Džemaili,ch,MF,Bologna,31,1986,13.3,19,1.43,15,0,1,2,1,2,0.15,15,0,1,2,1,0,/en/players/756959aa/matchlogs/2017-2018/gca/Blerim-Dzemaili-Match-Logs
185,Éder,it,"FW,MF",Inter,30,1986,8.9,29,3.37,22,0,0,2,5,3,0.35,22,0,0,2,5,0,/en/players/5a325298/matchlogs/2017-2018/gca/Eder-Match-Logs
186,Simone Edera,it,FW,Torino,20,1997,3.6,7,2.00,5,0,1,1,0,2,0.57,5,0,1,1,0,0,/en/players/8697c095/matchlogs/2017-2018/gca/Simone-Edera-Match-Logs
187,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,7.8,34,4.40,22,7,2,2,1,4,0.52,22,7,2,2,1,0,/en/players/ae82fa48/matchlogs/2017-2018/gca/Valentin-Eysseric-Match-Logs
188,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,4.9,17,3.54,13,1,1,2,0,4,0.83,13,1,1,2,0,0,/en/players/a39b9ef6/matchlogs/2017-2018/gca/Diego-Falcinelli-Match-Logs
189,Diego Falcinelli,it,FW,Sassuolo,26,1991,14.6,24,1.64,14,0,3,3,4,1,0.07,14,0,3,3,4,0,/en/players/a39b9ef6/matchlogs/2017-2018/gca/Diego-Falcinelli-Match-Logs
190,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,3.6,7,2.05,5,0,0,0,2,0,0.00,5,0,0,0,2,0,/en/players/00823e9a/matchlogs/2017-2018/gca/Cesar-Falletti-Match-Logs
191,Iago Falque,es,FW,Torino,27,1990,31.3,122,3.87,88,13,8,6,7,14,0.44,88,13,8,6,7,0,/en/players/440c84ed/matchlogs/2017-2018/gca/Iago-Falque-Match-Logs
192,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,27.3,58,2.13,44,4,1,3,6,8,0.29,44,4,1,3,6,0,/en/players/9085dd7c/matchlogs/2017-2018/gca/Paolo-Farago-Match-Logs
193,Davide Faraoni,it,DF,Crotone,25,1991,19.5,23,1.18,16,5,0,0,2,7,0.36,16,5,0,0,2,0,/en/players/aae9d04a/matchlogs/2017-2018/gca/Davide-Faraoni-Match-Logs
194,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,28.9,50,1.73,32,3,9,2,4,1,0.03,32,3,9,2,4,0,/en/players/b7a5bc86/matchlogs/2017-2018/gca/Mohamed-Fares-Match-Logs
195,Diego Farias,br,"FW,MF",Cagliari,27,1990,17.9,40,2.25,27,2,5,5,1,5,0.28,27,2,5,5,1,0,/en/players/157d29b6/matchlogs/2017-2018/gca/Diego-Farias-Match-Logs
196,Federico Fazio,ar,DF,Roma,30,1987,32.5,21,0.65,18,0,0,3,0,3,0.09,18,0,0,3,0,0,/en/players/4e358a2d/matchlogs/2017-2018/gca/Federico-Fazio-Match-Logs
197,Luiz Felipe,br,DF,Lazio,20,1997,13.0,10,0.77,10,0,0,0,0,1,0.08,10,0,0,0,0,0,/en/players/15d0c248/matchlogs/2017-2018/gca/Luiz-Felipe-Match-Logs
198,Alex Ferrari,it,DF,Hellas Verona,23,1994,23.7,16,0.67,9,2,3,1,1,2,0.08,9,2,3,1,1,0,/en/players/d0dbca9f/matchlogs/2017-2018/gca/Alex-Ferrari-Match-Logs
199,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,3.1,1,0.33,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/ff219f73/matchlogs/2017-2018/gca/Gian-Filippo-Felicioli-Match-Logs
200,Sergio Floccari,it,"FW,MF",SPAL,35,1981,9.8,15,1.54,11,0,1,1,2,3,0.31,11,0,1,1,2,0,/en/players/df301450/matchlogs/2017-2018/gca/Sergio-Floccari-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
201,Alessandro Florenzi,it,DF,Roma,26,1991,26.5,82,3.09,67,8,6,1,0,10,0.38,67,8,6,1,0,0,/en/players/e288d4b3/matchlogs/2017-2018/gca/Alessandro-Florenzi-Match-Logs
202,Seko Fofana,ci,MF,Udinese,22,1995,20.8,52,2.50,40,0,6,1,5,4,0.19,40,0,6,1,5,0,/en/players/5313ed43/matchlogs/2017-2018/gca/Seko-Fofana-Match-Logs
203,Marco Fossati,it,MF,Hellas Verona,24,1992,12.2,19,1.56,13,4,0,2,0,1,0.08,13,4,0,2,0,0,/en/players/39bec070/matchlogs/2017-2018/gca/Marco-Fossati-Match-Logs
204,Remo Freuler,ch,MF,Atalanta,25,1992,33.4,97,2.91,75,10,4,6,2,5,0.15,75,10,4,6,2,0,/en/players/98d2c2c4/matchlogs/2017-2018/gca/Remo-Freuler-Match-Logs
205,Roberto Gagliardini,it,MF,Inter,23,1994,22.1,32,1.45,30,1,0,0,1,0,0.00,30,1,0,0,1,0,/en/players/ce30bfc8/matchlogs/2017-2018/gca/Roberto-Gagliardini-Match-Logs
206,Andrey Galabinov,bg,FW,Genoa,28,1988,12.5,24,1.91,20,0,1,2,1,2,0.16,20,0,1,2,1,0,/en/players/0a1efd3c/matchlogs/2017-2018/gca/Andrey-Galabinov-Match-Logs
207,Alessandro Gamberini,it,DF,Chievo,35,1981,20.2,1,0.05,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/8ec95452/matchlogs/2017-2018/gca/Alessandro-Gamberini-Match-Logs
208,Luca Garritano,it,"MF,FW",Chievo,23,1994,2.1,6,3.02,2,2,1,0,1,0,0.00,2,2,1,0,1,0,/en/players/1ceeae3e/matchlogs/2017-2018/gca/Luca-Garritano-Match-Logs
209,Bruno Gaspar,ao,DF,Fiorentina,24,1993,8.7,19,2.21,16,0,2,0,1,2,0.23,16,0,2,0,1,0,/en/players/55ae91f0/matchlogs/2017-2018/gca/Bruno-Gaspar-Match-Logs
210,Gianluca Gaudino,de,MF,Chievo,20,1996,0.2,1,5.63,0,1,0,0,0,0,0.00,0,1,0,0,0,0,/en/players/0d72fbca/matchlogs/2017-2018/gca/Gianluca-Gaudino-Match-Logs
211,Marcello Gazzola,it,DF,Sassuolo,32,1985,8.2,11,1.33,9,1,1,0,0,0,0.00,9,1,1,0,0,0,/en/players/93390969/matchlogs/2017-2018/gca/Marcello-Gazzola-Match-Logs
212,Santiago Gentiletti,ar,DF,Genoa,32,1985,3.2,3,0.93,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/4ac07e1b/matchlogs/2017-2018/gca/Santiago-Gentiletti-Match-Logs
213,Gerson,br,"MF,FW",Roma,20,1997,10.1,27,2.70,22,0,0,2,3,3,0.30,22,0,0,2,3,0,/en/players/8827bf46/matchlogs/2017-2018/gca/Gerson-Match-Logs
214,Faouzi Ghoulam,dz,DF,Napoli,26,1991,10.9,39,3.56,32,6,1,0,0,5,0.46,32,6,1,0,0,0,/en/players/c5adc293/matchlogs/2017-2018/gca/Faouzi-Ghoulam-Match-Logs
215,Emanuele Giaccherini,it,FW,Napoli,32,1985,0.7,5,7.63,3,0,0,0,2,1,1.53,3,0,0,0,2,0,/en/players/1c50f354/matchlogs/2017-2018/gca/Emanuele-Giaccherini-Match-Logs
216,Emanuele Giaccherini,it,"MF,FW",Chievo,32,1985,10.0,24,2.37,20,2,1,0,1,5,0.49,20,2,1,0,1,0,/en/players/1c50f354/matchlogs/2017-2018/gca/Emanuele-Giaccherini-Match-Logs
217,Niccolò Giannetti,it,"FW,MF",Cagliari,26,1991,3.3,7,2.18,3,0,0,2,2,0,0.00,3,0,0,2,2,0,/en/players/d9e750e5/matchlogs/2017-2018/gca/Niccolo-Giannetti-Match-Logs
218,Massimo Gobbi,it,DF,Chievo,36,1980,22.8,38,1.67,31,4,1,0,2,6,0.26,31,4,1,0,2,0,/en/players/635b0bae/matchlogs/2017-2018/gca/Massimo-Gobbi-Match-Logs
