Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
92,Martín Cáceres,uy,DF,Lazio,30,1987,4.9,1,4,2,50.0,0.82,0.41,0.25,0.50,0,0,0,0.3,0.3,0.08,+0.7,+0.7,/en/players/e94d79e3/matchlogs/2017-2018/summary/Martin-Caceres-Match-Logs
93,Felipe Caicedo,ec,FW,Lazio,28,1988,8.0,3,17,8,47.1,2.13,1.00,0.18,0.38,0,0,0,3.9,3.9,0.23,-0.9,-0.9,/en/players/93b891d1/matchlogs/2017-2018/summary/Felipe-Caicedo-Match-Logs
94,Davide Calabria,it,DF,Milan,20,1996,17.4,1,8,4,50.0,0.46,0.23,0.13,0.25,0,0,0,0.9,0.9,0.11,+0.1,+0.1,/en/players/2146785a/matchlogs/2017-2018/summary/Davide-Calabria-Match-Logs
95,Mattia Caldara,it,DF,Atalanta,23,1994,24.0,3,9,6,66.7,0.37,0.25,0.33,0.50,0,0,1,3.5,2.7,0.30,-0.5,+0.3,/en/players/ac7e640b/matchlogs/2017-2018/summary/Mattia-Caldara-Match-Logs
96,Hakan Çalhanoğlu,tr,"FW,MF",Milan,23,1994,24.1,6,92,29,31.5,3.81,1.20,0.07,0.21,10,0,0,5.8,5.8,0.06,+0.2,+0.2,/en/players/cd0fa27b/matchlogs/2017-2018/summary/Hakan-Calhanoglu-Match-Logs
97,Fabrizio Caligara,it,MF,Cagliari,17,2000,0.2,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/22ca11f1/matchlogs/2017-2018/summary/Fabrizio-Caligara-Match-Logs
98,José Callejón,es,FW,Napoli,30,1987,36.0,10,67,32,47.8,1.86,0.89,0.15,0.31,0,0,0,9.3,9.3,0.14,+0.7,+0.7,/en/players/78841da9/matchlogs/2017-2018/summary/Jose-Callejon-Match-Logs
99,Simone Calvano,it,MF,Hellas Verona,24,1993,7.2,0,4,0,0.0,0.56,0.00,0.00,,0,0,0,0.1,0.1,0.03,-0.1,-0.1,/en/players/9dabfcf5/matchlogs/2017-2018/summary/Simone-Calvano-Match-Logs
100,João Cancelo,pt,DF,Inter,23,1994,20.6,1,12,1,8.3,0.58,0.05,0.08,1.00,2,0,0,0.5,0.5,0.04,+0.5,+0.5,/en/players/bd6351cd/matchlogs/2017-2018/summary/Joao-Cancelo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
101,Antonio Candreva,it,FW,Inter,30,1987,28.2,0,75,25,33.3,2.66,0.89,0.00,0.00,1,0,0,3.5,3.5,0.05,-3.5,-3.5,/en/players/356c9002/matchlogs/2017-2018/summary/Antonio-Candreva-Match-Logs
102,Paolo Cannavaro,it,DF,Sassuolo,36,1981,16.0,0,5,0,0.0,0.31,0.00,0.00,,0,0,0,0.4,0.4,0.07,-0.4,-0.4,/en/players/46ed55b6/matchlogs/2017-2018/summary/Paolo-Cannavaro-Match-Logs
103,Leonardo Capezzi,it,MF,Sampdoria,22,1995,2.4,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/07ea0ef2/matchlogs/2017-2018/summary/Leonardo-Capezzi-Match-Logs
104,Elio Capradossi,it,DF,Roma,21,1996,0.9,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/174944a3/matchlogs/2017-2018/summary/Elio-Capradossi-Match-Logs
105,Gianluca Caprari,it,"FW,MF",Sampdoria,24,1993,20.1,5,69,25,36.2,3.43,1.24,0.07,0.20,5,0,0,7.9,7.9,0.12,-2.9,-2.9,/en/players/54e53b7e/matchlogs/2017-2018/summary/Gianluca-Caprari-Match-Logs
106,Marco Capuano,it,DF,Crotone,25,1991,15.6,0,2,1,50.0,0.13,0.06,0.00,0.00,0,0,0,0.2,0.2,0.09,-0.2,-0.2,/en/players/616aea37/matchlogs/2017-2018/summary/Marco-Capuano-Match-Logs
107,Marco Capuano,it,DF,Cagliari,25,1991,7.7,0,3,0,0.0,0.39,0.00,0.00,,0,0,0,0.2,0.2,0.06,-0.2,-0.2,/en/players/616aea37/matchlogs/2017-2018/summary/Marco-Capuano-Match-Logs
108,Antonio Caracciolo,it,DF,Hellas Verona,27,1990,31.7,2,18,2,11.1,0.57,0.06,0.11,1.00,0,0,0,1.2,1.2,0.07,+0.8,+0.8,/en/players/99d8fc35/matchlogs/2017-2018/summary/Antonio-Caracciolo-Match-Logs
109,Francesco Cassata,it,MF,Sassuolo,20,1997,5.1,1,5,1,20.0,0.98,0.20,0.20,1.00,1,0,0,0.3,0.3,0.07,+0.7,+0.7,/en/players/96960855/matchlogs/2017-2018/summary/Francesco-Cassata-Match-Logs
110,Timothy Castagne,be,"DF,MF",Atalanta,21,1995,16.7,0,8,4,50.0,0.48,0.24,0.00,0.00,0,0,0,1.0,1.0,0.12,-1.0,-1.0,/en/players/197640fd/matchlogs/2017-2018/summary/Timothy-Castagne-Match-Logs
111,Leandro Castán,br,DF,Cagliari,30,1986,12.7,0,3,1,33.3,0.24,0.08,0.00,0.00,0,0,0,0.3,0.3,0.11,-0.3,-0.3,/en/players/019f4d0d/matchlogs/2017-2018/summary/Leandro-Castan-Match-Logs
112,Lucas Castro,ar,MF,Chievo,28,1989,22.1,3,41,16,39.0,1.86,0.73,0.07,0.19,0,0,0,3.4,3.4,0.09,-0.4,-0.4,/en/players/56b2957b/matchlogs/2017-2018/summary/Lucas-Castro-Match-Logs
113,Danilo Cataldi,it,MF,Benevento,22,1994,25.4,1,37,7,18.9,1.46,0.28,0.03,0.14,5,0,0,2.3,2.3,0.06,-1.3,-1.3,/en/players/ba3d3bea/matchlogs/2017-2018/summary/Danilo-Cataldi-Match-Logs
114,Federico Ceccherini,it,DF,Crotone,25,1992,35.9,1,19,6,31.6,0.53,0.17,0.05,0.17,0,0,0,1.5,1.5,0.08,-0.5,-0.5,/en/players/d9624b51/matchlogs/2017-2018/summary/Federico-Ceccherini-Match-Logs
115,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,0.6,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/fac896b0/matchlogs/2017-2018/summary/Ricardo-Centurion-Match-Logs
116,Luca Ceppitelli,it,DF,Cagliari,27,1989,24.7,3,10,5,50.0,0.40,0.20,0.30,0.60,0,0,0,1.2,1.2,0.12,+1.8,+1.8,/en/players/7d50454d/matchlogs/2017-2018/summary/Luca-Ceppitelli-Match-Logs
117,Fabio Ceravolo,it,FW,Benevento,30,1987,0.6,0,2,1,50.0,3.16,1.58,0.00,0.00,0,0,0,0.2,0.2,0.08,-0.2,-0.2,/en/players/4cc93246/matchlogs/2017-2018/summary/Fabio-Ceravolo-Match-Logs
118,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,18.2,3,41,12,29.3,2.26,0.66,0.05,0.17,4,1,1,3.2,2.4,0.06,-0.2,-0.4,/en/players/5370cba7/matchlogs/2017-2018/summary/Alessio-Cerci-Match-Logs
119,Boštjan Cesar,si,DF,Chievo,35,1982,6.1,0,1,0,0.0,0.16,0.00,0.00,,0,0,0,0.1,0.1,0.12,-0.1,-0.1,/en/players/c1d18f10/matchlogs/2017-2018/summary/Bostjan-Cesar-Match-Logs
120,Damir Ceter,co,"FW,MF",Cagliari,19,1997,2.2,0,1,0,0.0,0.45,0.00,0.00,,0,0,0,0.2,0.2,0.18,-0.2,-0.2,/en/players/eade5337/matchlogs/2017-2018/summary/Damir-Ceter-Match-Logs
121,Raman Chibsah,gh,MF,Benevento,24,1993,11.6,0,7,3,42.9,0.60,0.26,0.00,0.00,0,0,0,1.0,1.0,0.17,-1.0,-1.0,/en/players/aa5a409a/matchlogs/2017-2018/summary/Raman-Chibsah-Match-Logs
122,Giorgio Chiellini,it,DF,Juventus,32,1984,24.0,0,13,2,15.4,0.54,0.08,0.00,0.00,0,0,0,1.1,1.1,0.09,-1.1,-1.1,/en/players/e85fb9b8/matchlogs/2017-2018/summary/Giorgio-Chiellini-Match-Logs
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,33.5,6,109,31,28.4,3.26,0.93,0.06,0.19,0,0,0,7.1,7.1,0.07,-1.1,-1.1,/en/players/b0f7e36c/matchlogs/2017-2018/summary/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,6.5,0,3,0,0.0,0.46,0.00,0.00,,0,0,0,0.3,0.3,0.09,-0.3,-0.3,/en/players/c316607a/matchlogs/2017-2018/summary/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,9.0,2,32,11,34.4,3.57,1.23,0.06,0.18,7,0,0,1.5,1.5,0.05,+0.5,+0.5,/en/players/1ab0b878/matchlogs/2017-2018/summary/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,22.5,2,22,6,27.3,0.98,0.27,0.09,0.33,5,0,1,1.7,0.9,0.04,+0.3,+1.1,/en/players/ae64d449/matchlogs/2017-2018/summary/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15.0,1,6,4,66.7,0.40,0.27,0.17,0.25,0,0,0,0.5,0.5,0.09,+0.5,+0.5,/en/players/46f5c54d/matchlogs/2017-2018/summary/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,0.2,0,1,0,0.0,6.43,0.00,0.00,,0,0,0,0.3,0.3,0.32,-0.3,-0.3,/en/players/b39569c0/matchlogs/2017-2018/summary/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,15.7,4,56,17,30.4,3.56,1.08,0.05,0.18,2,1,1,5.0,4.3,0.08,-1.0,-1.3,/en/players/4c7940d6/matchlogs/2017-2018/summary/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,6.6,0,5,0,0.0,0.76,0.00,0.00,,0,0,0,0.2,0.2,0.04,-0.2,-0.2,/en/players/c6dda86e/matchlogs/2017-2018/summary/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,36.8,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/8cabdc1e/matchlogs/2017-2018/summary/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,1.7,0,1,0,0.0,0.57,0.00,0.00,,0,0,0,0.1,0.1,0.06,-0.1,-0.1,/en/players/8fef5412/matchlogs/2017-2018/summary/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,1.1,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/8b0b02c9/matchlogs/2017-2018/summary/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38.0,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/e66ebabb/matchlogs/2017-2018/summary/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,10.4,3,35,11,31.4,3.37,1.06,0.09,0.27,0,0,0,4.3,4.3,0.15,-1.3,-1.3,/en/players/c693347d/matchlogs/2017-2018/summary/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,2.7,0,2,1,50.0,0.74,0.37,0.00,0.00,0,0,0,0.1,0.1,0.03,-0.1,-0.1,/en/players/70fd593e/matchlogs/2017-2018/summary/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4.0,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/18736214/matchlogs/2017-2018/summary/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,15.3,0,9,0,0.0,0.59,0.00,0.00,,0,0,0,1.2,1.2,0.13,-1.2,-1.2,/en/players/f5e9a8bd/matchlogs/2017-2018/summary/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,19.9,4,38,15,39.5,1.91,0.75,0.11,0.27,1,0,0,2.7,2.7,0.07,+1.3,+1.3,/en/players/4fa7cb9b/matchlogs/2017-2018/summary/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,16.4,0,7,0,0.0,0.43,0.00,0.00,,1,0,0,0.4,0.4,0.06,-0.4,-0.4,/en/players/00528660/matchlogs/2017-2018/summary/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,28.2,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/f554e29b/matchlogs/2017-2018/summary/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,4.3,0,1,0,0.0,0.23,0.00,0.00,,0,0,0,0.1,0.1,0.06,-0.1,-0.1,/en/players/53636fce/matchlogs/2017-2018/summary/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,6.2,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/f54dfca8/matchlogs/2017-2018/summary/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,31.4,9,78,21,26.9,2.49,0.67,0.12,0.43,0,0,1,9.1,8.3,0.11,-0.1,+0.7,/en/players/16657b95/matchlogs/2017-2018/summary/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,3.0,0,2,0,0.0,0.67,0.00,0.00,,1,0,0,0.2,0.2,0.08,-0.2,-0.2,/en/players/3c05c659/matchlogs/2017-2018/summary/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,3.2,1,9,3,33.3,2.79,0.93,0.11,0.33,0,0,0,1.3,1.3,0.15,-0.3,-0.3,/en/players/8c964914/matchlogs/2017-2018/summary/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1.0,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/a4ec7d09/matchlogs/2017-2018/summary/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,15.0,4,28,9,32.1,1.86,0.60,0.14,0.44,0,0,0,3.9,3.9,0.14,+0.1,+0.1,/en/players/0ab1f153/matchlogs/2017-2018/summary/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,16.7,10,44,21,47.7,2.63,1.26,0.23,0.48,0,0,0,8.1,8.1,0.20,+1.9,+1.9,/en/players/a4fe8cda/matchlogs/2017-2018/summary/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,11.6,1,16,9,56.3,1.38,0.78,0.06,0.11,0,0,0,1.5,1.5,0.10,-0.5,-0.5,/en/players/060606ec/matchlogs/2017-2018/summary/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,33.1,2,19,5,26.3,0.57,0.15,0.11,0.40,0,0,0,2.2,2.2,0.14,-0.2,-0.2,/en/players/44eb9093/matchlogs/2017-2018/summary/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,6.6,1,3,1,33.3,0.46,0.15,0.33,1.00,0,0,0,0.4,0.4,0.15,+0.6,+0.6,/en/players/c53083ad/matchlogs/2017-2018/summary/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,16.7,0,3,1,33.3,0.18,0.06,0.00,0.00,0,0,0,0.3,0.3,0.10,-0.3,-0.3,/en/players/3858e611/matchlogs/2017-2018/summary/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,28.6,1,16,6,37.5,0.56,0.21,0.06,0.17,0,0,0,2.7,2.7,0.17,-1.7,-1.7,/en/players/8cea6319/matchlogs/2017-2018/summary/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,4.4,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/263b855a/matchlogs/2017-2018/summary/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,22.8,2,5,2,40.0,0.22,0.09,0.40,1.00,0,0,0,0.7,0.7,0.13,+1.3,+1.3,/en/players/952a03fe/matchlogs/2017-2018/summary/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,25.8,4,49,12,24.5,1.90,0.47,0.00,0.00,3,4,4,5.7,2.7,0.05,-1.7,-2.7,/en/players/162efffd/matchlogs/2017-2018/summary/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,20.3,1,9,2,22.2,0.44,0.10,0.11,0.50,0,0,0,0.8,0.8,0.09,+0.2,+0.2,/en/players/532d2690/matchlogs/2017-2018/summary/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,10.8,1,5,1,20.0,0.46,0.09,0.20,1.00,0,0,0,0.1,0.1,0.02,+0.9,+0.9,/en/players/ae4e2852/matchlogs/2017-2018/summary/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,32.8,5,25,12,48.0,0.76,0.37,0.20,0.42,0,0,0,3.2,3.2,0.13,+1.8,+1.8,/en/players/e74f0e59/matchlogs/2017-2018/summary/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,5.4,1,14,4,28.6,2.60,0.74,0.00,0.00,0,1,1,2.9,2.2,0.16,-1.9,-2.2,/en/players/854ee61a/matchlogs/2017-2018/summary/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,5.0,0,10,2,20.0,2.00,0.40,0.00,0.00,0,0,0,0.7,0.7,0.07,-0.7,-0.7,/en/players/7f267d66/matchlogs/2017-2018/summary/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,8.4,0,6,2,33.3,0.71,0.24,0.00,0.00,0,0,0,0.2,0.2,0.03,-0.2,-0.2,/en/players/081b6080/matchlogs/2017-2018/summary/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,4.7,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/b0243215/matchlogs/2017-2018/summary/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,13.2,0,6,3,50.0,0.45,0.23,0.00,0.00,0,0,0,0.3,0.3,0.05,-0.3,-0.3,/en/players/d97f2e8d/matchlogs/2017-2018/summary/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,3.2,0,1,0,0.0,0.31,0.00,0.00,,0,0,0,0.0,0.0,0.01,0.0,0.0,/en/players/2fb3ad46/matchlogs/2017-2018/summary/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,6.4,0,2,0,0.0,0.31,0.00,0.00,,0,0,0,0.1,0.1,0.06,-0.1,-0.1,/en/players/02b2937c/matchlogs/2017-2018/summary/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,18.0,6,41,20,48.8,2.28,1.11,0.15,0.30,0,0,0,7.1,7.1,0.17,-1.1,-1.1,/en/players/d7d32194/matchlogs/2017-2018/summary/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,11.2,0,6,0,0.0,0.54,0.00,0.00,,0,0,0,0.1,0.1,0.02,-0.1,-0.1,/en/players/68852c0a/matchlogs/2017-2018/summary/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,17.7,1,36,5,13.9,2.04,0.28,0.03,0.20,0,0,0,2.5,2.5,0.07,-1.5,-1.5,/en/players/1fca9171/matchlogs/2017-2018/summary/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,0.1,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/951a4ee4/matchlogs/2017-2018/summary/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,7.4,8,20,11,55.0,2.71,1.49,0.40,0.73,0,0,0,5.2,5.2,0.26,+2.8,+2.8,/en/players/95cfe655/matchlogs/2017-2018/summary/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,0.8,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/aeed5c06/matchlogs/2017-2018/summary/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,7.3,1,6,3,50.0,0.82,0.41,0.17,0.33,0,0,0,0.1,0.1,0.02,+0.9,+0.9,/en/players/bf309d24/matchlogs/2017-2018/summary/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30.0,0,11,2,18.2,0.37,0.07,0.00,0.00,0,0,0,1.3,1.3,0.12,-1.3,-1.3,/en/players/6eee05f1/matchlogs/2017-2018/summary/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38.0,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/08f5afaa/matchlogs/2017-2018/summary/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,19.9,2,23,6,26.1,1.15,0.30,0.09,0.33,0,0,0,1.2,1.2,0.05,+0.8,+0.8,/en/players/384dd218/matchlogs/2017-2018/summary/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,2.4,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/085e71a7/matchlogs/2017-2018/summary/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,1.1,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,/en/players/a5cd894b/matchlogs/2017-2018/summary/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,21.6,0,41,10,24.4,1.90,0.46,0.00,0.00,0,0,0,2.4,2.4,0.06,-2.4,-2.4,/en/players/528492ea/matchlogs/2017-2018/summary/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,0.9,0,1,0,0.0,1.07,0.00,0.00,,0,0,0,0.1,0.1,0.13,-0.1,-0.1,/en/players/8b9b8e43/matchlogs/2017-2018/summary/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,26.1,22,109,40,36.7,4.17,1.53,0.17,0.48,18,3,5,12.5,8.8,0.08,+9.5,+10.2,/en/players/e0921a4f/matchlogs/2017-2018/summary/Paulo-Dybala-Match-Logs
