player,nation,position,squad,age,born,matches_played,startsminutes,goals,assists,penalties,penalties_scored,yellow_cards,red_cards,goals_per_90,assists_per_90,goals_and_assists_per_90,goals_minus_pens_per_90,goals_plus_assists_minus_pens_per_90,xG,npxG,xA,xG90,xA90,xG_plus_xA_90,npxG90,npxG_plus_xA90
Yıldırım Mert Çetin,tr,DF,Roma,22,1997,6,,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.10,0.00,0.10,0.10,0.10
Dries Mertens,be,FW,Napoli,32,1987,31,,9,7,0,0,5,0,0.48,0.37,0.85,0.48,0.85,5.2,5.2,6.4,0.28,0.34,0.62,0.28,0.62
Kingsley Michael,ng,MF,Bologna,19,1999,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.13,0.13,0.00,0.13
Nikola Milenković,rs,DF,Fiorentina,21,1997,37,,5,0,0,0,9,0,0.14,0.00,0.14,0.14,0.14,2.9,2.9,0.2,0.08,0.00,0.08,0.08,0.08
Arkadiusz Milik,pl,FW,Napoli,25,1994,26,,11,0,0,0,5,0,0.57,0.00,0.57,0.57,0.57,10.2,10.2,2.1,0.53,0.11,0.64,0.53,0.64
Sergej Milinković-Savić,rs,MF,Lazio,24,1995,37,,7,4,0,0,9,0,0.21,0.12,0.33,0.21,0.33,6.9,6.9,4.7,0.20,0.14,0.34,0.20,0.34
Vincenzo Millico,it,"MF,FW",Torino,18,2000,11,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.06,0.12,0.18,0.06,0.18
Antonio Mirante,it,GK,Roma,36,1983,5,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Simone Missiroli,it,MF,SPAL,33,1986,34,,1,0,0,0,7,0,0.03,0.00,0.03,0.03,0.03,1.2,1.2,0.9,0.04,0.03,0.07,0.04,0.07
Henrikh Mkhitaryan,am,"MF,FW",Roma,30,1989,22,,9,5,0,0,5,0,0.53,0.29,0.82,0.53,0.82,6.6,6.6,3.1,0.39,0.18,0.57,0.39,0.57
Gabriele Moncini,it,"FW,MF",SPAL,23,1996,4,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.29,0.02,0.31,0.29,0.31
Ilario Monterisi,it,DF,Lecce,17,2001,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Raúl Moro,es,DF,Lazio,16,2002,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Leonardo Morosini,it,"FW,MF",Brescia,23,1995,3,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Victor Moses,ng,DF,Inter,28,1990,12,,0,3,0,0,1,0,0.00,0.64,0.64,0.00,0.64,0.2,0.2,2.1,0.04,0.45,0.49,0.04,0.49
Mert Müldür,tr,DF,Sassuolo,20,1999,24,,2,1,0,0,4,0,0.14,0.07,0.21,0.14,0.21,0.9,0.9,1.1,0.06,0.08,0.14,0.06,0.14
Simone Muratore,it,MF,Juventus,21,1998,4,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.04,0.09,0.13,0.04,0.13
Alessandro Murgia,it,MF,SPAL,22,1996,25,,0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,2.1,2.1,2.1,0.11,0.11,0.22,0.11,0.22
Luis Muriel,co,FW,Atalanta,28,1991,34,,18,1,6,7,1,0,1.29,0.07,1.36,0.86,0.93,14.0,8.6,4.0,1.00,0.28,1.28,0.62,0.90
Jeison Murillo,co,DF,Sampdoria,27,1992,10,,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02
Nicola Murru,it,DF,Sampdoria,24,1994,28,,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.3,0.02,0.05,0.07,0.02,0.07
Mateo Musacchio,ar,DF,Milan,28,1990,18,,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.02,0.03,0.05,0.02,0.05
Juan Musso,ar,GK,Udinese,25,1994,38,,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Radja Nainggolan,be,"MF,FW",Cagliari,31,1988,26,,6,7,0,0,5,0,0.26,0.30,0.56,0.26,0.56,2.6,2.6,4.8,0.11,0.21,0.32,0.11,0.32
Nahitan Nández,uy,"MF,DF",Cagliari,23,1995,35,,2,3,0,0,14,0,0.06,0.09,0.16,0.06,0.16,1.6,1.6,3.8,0.05,0.12,0.17,0.05,0.17
Michel Ndary Adopo,fr,DF,Torino,19,2000,2,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Emanuele Ndoj,al,MF,Brescia,22,1996,18,,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.4,0.21,0.06,0.27,0.21,0.27
Ilija Nestorovski,mk,FW,Udinese,29,1990,28,,3,1,0,0,4,0,0.22,0.07,0.29,0.22,0.29,3.7,3.7,0.8,0.27,0.06,0.33,0.27,0.33
Nicolas Nkoulou,cm,DF,Torino,29,1990,31,,1,0,0,0,6,1,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.1,0.03,0.00,0.04,0.03,0.04
Bram Nuytinck,nl,DF,Udinese,29,1990,26,,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,0.02,0.03,0.04,0.02,0.04
Pedro Obiang,gq,MF,Sassuolo,27,1992,25,,1,1,0,0,10,0,0.05,0.05,0.11,0.05,0.11,1.4,1.4,0.5,0.08,0.03,0.10,0.08,0.10
Stefano Okaka,it,FW,Udinese,29,1989,33,,8,2,0,0,10,0,0.30,0.07,0.37,0.30,0.37,7.5,7.5,1.6,0.28,0.06,0.34,0.28,0.34
Christian Oliva,uy,MF,Cagliari,23,1996,11,,1,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,0.1,0.1,0.2,0.03,0.03,0.06,0.03,0.06
Maximiliano Olivera,uy,DF,Fiorentina,27,1992,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.25,0.00,0.25,0.25,0.25
Marco Olivieri,it,FW,Juventus,20,1999,3,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.18,0.00,0.18,0.18,0.18
Robin Olsen,se,GK,Cagliari,29,1990,17,,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Nicholas Opoku,gh,DF,Udinese,21,1997,7,,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,,,,,,,,
Riccardo Orsolini,it,"FW,MF",Bologna,22,1997,37,,8,6,0,0,3,0,0.27,0.20,0.47,0.27,0.47,8.2,8.2,6.7,0.28,0.23,0.50,0.28,0.50
David Ospina,co,GK,Napoli,30,1988,17,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Daniele Padelli,it,GK,Inter,33,1985,3,,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Marko Pajač,hr,DF,Genoa,26,1993,11,,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.5,0.02,0.18,0.21,0.02,0.21
Rodrigo Palacio,ar,FW,Bologna,37,1982,35,,7,3,0,0,5,0,0.25,0.11,0.36,0.25,0.36,8.3,8.3,4.6,0.30,0.16,0.46,0.30,0.46
Alberto Paloschi,it,FW,SPAL,29,1990,10,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.2,0.36,0.05,0.41,0.36,0.41
Alberto Paloschi,it,"FW,MF",Cagliari,29,1990,7,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.03,0.05,0.02,0.05
Martin Palumbo,no,MF,Udinese,17,2002,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Goran Pandev,mk,"FW,MF",Genoa,36,1983,34,,9,1,0,0,6,1,0.48,0.05,0.53,0.48,0.53,5.4,5.4,2.1,0.29,0.11,0.40,0.29,0.40
Andrea Papetti,it,DF,Brescia,17,2002,11,,1,0,0,0,5,0,0.10,0.00,0.10,0.10,0.10,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
Lucas Paquetá,br,"MF,FW",Milan,21,1997,24,,0,1,0,0,7,0,0.00,0.08,0.08,0.00,0.08,2.3,2.3,1.2,0.19,0.10,0.28,0.19,0.28
Marco Parolo,it,MF,Lazio,34,1985,29,,1,0,0,0,8,0,0.05,0.00,0.05,0.05,0.05,1.1,1.1,0.5,0.06,0.03,0.08,0.06,0.08
Mario Pašalić,hr,"MF,FW",Atalanta,24,1995,35,,9,5,0,0,6,0,0.34,0.19,0.52,0.34,0.52,10.2,10.1,3.0,0.38,0.11,0.49,0.38,0.49
Javier Pastore,ar,MF,Roma,30,1989,11,,0,1,0,0,0,0,0.00,0.18,0.18,0.00,0.18,1.6,1.6,0.7,0.29,0.12,0.41,0.29,0.41
Patric,es,DF,Lazio,26,1993,21,,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Leonardo Pavoletti,it,FW,Cagliari,30,1988,2,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.18,0.00,0.18,0.18,0.18
Nehuén Paz,ar,DF,Bologna,26,1993,3,,0,1,0,0,1,0,0.00,0.76,0.76,0.00,0.76,0.3,0.3,0.0,0.24,0.03,0.28,0.24,0.28
Nehuén Paz,ar,DF,Lecce,26,1993,13,,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03
Giampaolo Pazzini,it,FW,Hellas Verona,34,1984,15,,4,0,3,3,0,0,1.17,0.00,1.17,0.29,0.29,3.9,1.6,0.2,1.14,0.05,1.19,0.47,0.52
Pedro,br,FW,Fiorentina,22,1997,4,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.50,0.03,0.53,0.50,0.53
João Pedro,br,"FW,MF",Cagliari,27,1992,36,,18,4,4,6,6,0,0.51,0.11,0.63,0.40,0.51,13.6,9.0,2.7,0.39,0.08,0.47,0.26,0.33
Daouda Peeters,be,MF,Juventus,20,1999,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Gianluca Pegolo,it,GK,Sassuolo,38,1981,5,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lorenzo Pellegrini,it,MF,Roma,23,1996,27,,1,9,0,0,8,1,0.04,0.39,0.43,0.04,0.43,4.0,4.0,8.3,0.17,0.35,0.53,0.17,0.53
Luca Pellegrini,it,DF,Cagliari,20,1999,24,,0,5,0,0,10,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,2.4,0.03,0.11,0.14,0.03,0.14
Federico Peluso,it,DF,Sassuolo,35,1984,23,,0,2,0,0,5,1,0.00,0.12,0.12,0.00,0.12,0.8,0.8,0.1,0.05,0.01,0.05,0.05,0.05
Gastón Pereiro,uy,"MF,FW",Cagliari,24,1995,10,,1,0,0,0,3,0,0.26,0.00,0.26,0.26,0.26,0.8,0.8,0.3,0.21,0.09,0.30,0.21,0.30
Bruno Peres,br,DF,Roma,29,1990,16,,2,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,1.1,1.1,1.3,0.10,0.11,0.21,0.10,0.21
Carles Pérez,es,"FW,MF",Roma,21,1998,14,,1,3,0,0,2,0,0.16,0.48,0.64,0.16,0.64,1.7,1.7,1.2,0.28,0.19,0.47,0.28,0.47
Mattia Perin,it,GK,Genoa,26,1992,21,,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01
Diego Perotti,ar,"FW,MF",Roma,31,1988,21,,5,3,4,4,3,1,0.51,0.31,0.82,0.10,0.41,4.0,1.0,2.6,0.42,0.26,0.68,0.10,0.37
Matteo Pessina,it,"MF,FW",Hellas Verona,22,1997,35,,7,0,0,0,7,0,0.25,0.00,0.25,0.25,0.25,4.8,4.8,1.3,0.17,0.05,0.22,0.17,0.22
Andrea Petagna,it,FW,SPAL,24,1995,36,,12,1,5,7,5,0,0.36,0.03,0.39,0.21,0.24,12.9,7.6,3.4,0.38,0.10,0.48,0.23,0.32
Jacopo Petriccione,it,MF,Lecce,24,1995,31,,0,5,0,0,10,0,0.00,0.21,0.21,0.00,0.21,0.5,0.5,2.1,0.02,0.09,0.11,0.02,0.11
Germán Pezzella,ar,DF,Fiorentina,28,1991,33,,3,1,0,0,12,0,0.10,0.03,0.13,0.10,0.13,2.6,2.6,0.3,0.08,0.01,0.09,0.08,0.09
Giuseppe Pezzella,it,DF,Parma,21,1997,22,,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03
Giuseppe Pezzella,it,DF,Udinese,21,1997,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
Krzysztof Piątek,pl,FW,Milan,24,1995,18,,4,0,3,3,1,0,0.30,0.00,0.30,0.08,0.08,6.2,3.9,0.9,0.47,0.07,0.54,0.30,0.37
Stefano Piccinini,it,DF,Sassuolo,16,2002,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.29,0.29,0.00,0.29
Roberto Piccoli,it,FW,Atalanta,18,2001,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,1.87,0.14,2.01,1.87,2.01
Andrea Pinamonti,it,FW,Genoa,20,1999,32,,5,1,1,2,1,0,0.20,0.04,0.24,0.16,0.20,6.7,5.0,0.6,0.27,0.02,0.29,0.20,0.22
Simone Pinna,it,DF,Cagliari,21,1997,1,,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.15,0.15,0.00,0.15
Carlo Pinsoglio,it,GK,Juventus,29,1990,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lorenzo Pirola,it,DF,Inter,17,2002,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Fabio Pisacane,it,DF,Cagliari,33,1986,30,,1,0,0,0,8,1,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,0.03,0.01,0.04,0.03,0.04
Miralem Pjanić,ba,MF,Juventus,29,1990,30,,3,6,0,0,10,0,0.12,0.24,0.36,0.12,0.36,1.0,1.0,3.3,0.04,0.13,0.17,0.04,0.17
Andrea Poli,it,MF,Bologna,29,1989,28,,2,0,0,0,5,0,0.09,0.00,0.09,0.09,0.09,2.0,2.0,1.8,0.09,0.08,0.18,0.09,0.18
Matteo Politano,it,FW,Napoli,25,1993,15,,2,2,0,0,1,0,0.24,0.24,0.48,0.24,0.48,1.9,1.9,1.5,0.23,0.18,0.40,0.23,0.40
Matteo Politano,it,FW,Inter,25,1993,11,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.7,0.30,0.23,0.53,0.30,0.53
Erick Pulgar,cl,MF,Fiorentina,25,1994,37,,7,6,7,8,9,0,0.21,0.18,0.40,0.00,0.18,7.5,1.4,6.7,0.23,0.20,0.43,0.04,0.25
Ignacio Pussetto,ar,"FW,DF",Udinese,23,1995,12,,1,0,0,0,1,0,0.26,0.00,0.26,0.26,0.26,0.7,0.7,0.8,0.19,0.21,0.39,0.19,0.39
Fabio Quagliarella,it,FW,Sampdoria,36,1983,28,,11,3,5,7,2,0,0.44,0.12,0.55,0.24,0.36,13.2,7.8,4.4,0.52,0.18,0.70,0.31,0.49
Adrien Rabiot,fr,MF,Juventus,24,1995,28,,1,1,0,0,7,1,0.05,0.05,0.09,0.05,0.09,1.0,1.0,0.8,0.05,0.04,0.08,0.05,0.08
Ivan Radovanović,rs,MF,Genoa,30,1988,19,,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.6,0.06,0.04,0.10,0.06,0.10
Ionuț Radu,ro,GK,Genoa,22,1997,17,,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00
Ștefan Radu,ro,DF,Lazio,32,1986,29,,1,0,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.2,0.2,0.7,0.01,0.03,0.04,0.01,0.04
Boris Radunović,rs,GK,Hellas Verona,23,1996,3,,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Rafael,br,GK,Cagliari,37,1982,6,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Daniele Ragatzu,it,"MF,FW",Cagliari,27,1991,13,,1,0,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.6,0.6,0.8,0.16,0.24,0.41,0.16,0.41
Gastón Ramírez,uy,"MF,FW",Sampdoria,28,1990,26,,7,2,3,3,5,0,0.45,0.13,0.58,0.26,0.39,6.2,3.9,3.1,0.40,0.20,0.60,0.26,0.46
Aaron Ramsey,wal,MF,Juventus,28,1990,24,,3,1,0,0,2,0,0.26,0.09,0.34,0.26,0.34,2.7,2.7,1.6,0.23,0.14,0.37,0.23,0.37
Luca Ranieri,it,DF,Fiorentina,20,1999,3,,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.04,0.27,0.30,0.04,0.30
Andrea Ranocchia,it,DF,Inter,31,1988,7,,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05
Giacomo Raspadori,it,"MF,FW",Sassuolo,19,2000,11,,2,0,0,0,0,0,0.68,0.00,0.68,0.68,0.68,1.7,1.7,0.2,0.59,0.06,0.66,0.59,0.66
Ante Rebić,hr,FW,Milan,25,1993,26,,11,3,0,0,5,0,0.71,0.19,0.90,0.71,0.90,6.7,6.7,2.9,0.43,0.19,0.62,0.43,0.62
Arkadiusz Reca,pl,DF,SPAL,24,1995,25,,0,2,0,0,2,0,0.00,0.09,0.09,0.00,0.09,1.9,1.9,1.7,0.09,0.08,0.17,0.09,0.17
Vasco Regini,it,DF,Sampdoria,28,1990,3,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
Vasco Regini,it,DF,Parma,28,1990,2,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Pepe Reina,es,GK,Milan,36,1982,1,,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Franck Ribéry,fr,FW,Fiorentina,36,1983,21,,3,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,2.9,2.9,3.9,0.19,0.25,0.44,0.19,0.44
Davide Riccardi,it,DF,Lecce,23,1996,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Emiliano Rigoni,ar,"MF,FW",Sampdoria,26,1993,8,,0,1,0,0,2,0,0.00,0.21,0.21,0.00,0.21,1.2,1.2,0.7,0.25,0.15,0.40,0.25,0.40
Tomás Rincón,ve,MF,Torino,31,1988,32,,1,3,0,0,10,0,0.03,0.10,0.13,0.03,0.13,1.0,1.0,1.6,0.03,0.05,0.09,0.03,0.09
Andrea Rispoli,it,DF,Lecce,30,1988,28,,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.2,0.04,0.06,0.10,0.04,0.10
Ricardo Rodríguez,ch,DF,Milan,26,1992,5,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.04,0.04,0.01,0.04
Marko Rog,hr,MF,Cagliari,24,1995,30,,1,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,2.0,2.0,1.6,0.08,0.06,0.14,0.08,0.14
Rogério,br,DF,Sassuolo,21,1998,15,,1,1,0,0,6,0,0.09,0.09,0.18,0.09,0.18,0.4,0.4,1.1,0.03,0.10,0.13,0.03,0.13
Filippo Romagna,it,DF,Sassuolo,22,1997,18,,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Alessio Romagnoli,it,DF,Milan,24,1995,35,,1,0,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.6,1.6,0.6,0.05,0.02,0.06,0.05,0.06
Cristian Romero,ar,DF,Genoa,21,1998,30,,1,1,1,1,15,1,0.03,0.03,0.07,0.00,0.03,2.3,1.5,0.5,0.08,0.02,0.10,0.05,0.07
Rômulo,it,MF,Brescia,32,1987,22,,1,3,0,0,3,0,0.05,0.16,0.21,0.05,0.21,2.1,2.1,1.0,0.11,0.05,0.16,0.11,0.16
Rômulo,it,DF,Genoa,32,1987,1,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Cristiano Ronaldo,pt,FW,Juventus,34,1985,33,,31,5,12,13,3,0,0.96,0.15,1.11,0.59,0.74,26.7,16.9,5.2,0.82,0.16,0.98,0.52,0.68
Marten de Roon,nl,MF,Atalanta,28,1991,35,,2,5,0,0,12,0,0.07,0.17,0.23,0.07,0.23,1.7,1.7,2.1,0.06,0.07,0.13,0.06,0.13
